step,count_grazer,count_parasite,count_phytoplankton,count_copepod,count_copepodInf,count_stickleback,count_sticklebackInf,copepod_infected_vel,infected_feeding_rate,seed
0,300,2000,400,150,0,20,0,1.0,2,122
1,300,2000,414,150,0,20,0,1.0,2,122
2,342,1992,400,174,6,20,0,1.0,2,122
3,403,1974,385,201,23,20,4,1.0,2,122
4,453,2462,371,208,49,20,2,1.0,2,122
5,543,2680,344,199,50,20,4,1.0,2,122
6,602,3039,312,189,50,20,8,1.0,2,122
7,645,3831,287,187,38,20,5,1.0,2,122
8,619,4445,248,161,41,20,3,1.0,2,122
9,612,4790,227,137,28,20,3,1.0,2,122
10,642,5123,233,108,22,20,2,1.0,2,122
11,542,5328,217,91,17,20,3,1.0,2,122
12,536,5744,201,77,13,20,2,1.0,2,122
13,494,6023,195,71,9,20,2,1.0,2,122
14,490,6188,189,68,8,20,1,1.0,2,122
15,456,6331,192,68,6,20,2,1.0,2,122
16,400,6394,174,65,5,20,1,1.0,2,122
17,408,6447,174,58,5,20,1,1.0,2,122
18,363,6433,169,69,5,20,2,1.0,2,122
19,342,6459,169,66,2,20,1,1.0,2,122
20,320,6367,167,67,4,20,0,1.0,2,122
21,282,6212,163,65,2,20,0,1.0,2,122
22,271,6017,169,56,4,20,0,1.0,2,122
23,226,5761,166,57,3,20,2,1.0,2,122
24,215,5620,176,47,2,20,0,1.0,2,122
25,197,5305,170,45,1,20,1,1.0,2,122
26,178,5096,173,44,0,20,0,1.0,2,122
27,184,4783,177,43,0,20,0,1.0,2,122
28,155,4421,187,47,0,20,0,1.0,2,122
29,153,4058,194,43,1,20,0,1.0,2,122
30,137,3664,199,46,1,20,0,1.0,2,122
31,138,3292,215,26,1,20,0,1.0,2,122
32,130,3008,228,32,0,20,0,1.0,2,122
33,117,2727,239,37,0,20,0,1.0,2,122
34,120,2427,255,41,0,20,0,1.0,2,122
35,137,2122,273,49,0,20,0,1.0,2,122
36,131,1810,298,44,0,20,0,1.0,2,122
37,125,1530,316,45,0,20,0,1.0,2,122
38,129,1271,326,52,0,20,0,1.0,2,122
39,137,1070,335,51,0,20,0,1.0,2,122
40,128,891,359,51,0,20,0,1.0,2,122
41,110,745,386,51,0,20,0,1.0,2,122
42,118,632,410,52,0,20,0,1.0,2,122
43,111,506,441,62,0,20,0,1.0,2,122
44,118,409,449,50,0,20,0,1.0,2,122
45,97,331,477,49,0,20,0,1.0,2,122
46,115,275,489,49,0,20,0,1.0,2,122
47,106,226,501,45,0,20,0,1.0,2,122
48,98,187,528,44,0,20,0,1.0,2,122
49,104,149,542,38,0,20,0,1.0,2,122
50,85,120,560,36,0,20,0,1.0,2,122
51,94,98,583,45,0,20,0,1.0,2,122
52,79,81,609,46,0,20,0,1.0,2,122
53,82,55,634,42,0,20,0,1.0,2,122
54,89,34,677,43,0,20,0,1.0,2,122
55,80,19,711,41,0,20,0,1.0,2,122
56,77,8,741,40,0,20,0,1.0,2,122
57,69,0,770,40,0,20,0,1.0,2,122
58,64,0,815,33,0,20,0,1.0,2,122
59,62,0,887,35,0,20,0,1.0,2,122
60,45,0,923,36,0,20,0,1.0,2,122
0,300,2000,400,150,0,20,0,1.5,2,122
1,300,2000,414,150,0,20,0,1.5,2,122
2,366,1988,394,182,10,20,0,1.5,2,122
3,407,1974,367,197,22,20,2,1.5,2,122
4,482,2111,347,208,37,20,4,1.5,2,122
5,554,2500,325,195,49,20,7,1.5,2,122
6,609,3276,295,197,58,20,5,1.5,2,122
7,629,3864,272,186,53,20,9,1.5,2,122
8,608,4897,254,169,44,20,6,1.5,2,122
9,624,5467,233,155,39,20,5,1.5,2,122
10,622,5893,238,151,43,20,2,1.5,2,122
11,554,6132,225,148,35,20,2,1.5,2,122
12,535,6454,217,169,25,20,1,1.5,2,122
13,523,6518,222,168,19,20,4,1.5,2,122
14,509,6800,198,168,8,20,3,1.5,2,122
15,448,7112,186,161,11,20,2,1.5,2,122
