step,count_grazer,count_parasite,count_phytoplankton,count_copepod,count_copepodInf,count_stickleback,count_sticklebackInf,copepod_infected_vel,infected_feeding_rate,seed
0,300,2000,400,150,0,20,0,1.0,2,228
1,298,2000,403,148,0,20,0,1.0,2,228
2,357,1990,379,170,7,20,1,1.0,2,228
3,412,2044,363,196,14,20,4,1.0,2,228
4,465,2569,346,217,32,20,2,1.0,2,228
5,568,2728,343,204,45,20,4,1.0,2,228
6,594,3172,300,217,53,20,6,1.0,2,228
7,647,3804,293,196,46,20,3,1.0,2,228
8,637,4137,264,201,37,20,1,1.0,2,228
9,624,4188,241,191,32,20,2,1.0,2,228
10,628,4404,241,202,21,20,3,1.0,2,228
11,570,4728,226,184,21,20,2,1.0,2,228
12,568,4976,227,149,23,20,3,1.0,2,228
13,566,5356,218,138,26,20,2,1.0,2,228
14,527,5567,212,129,22,20,1,1.0,2,228
15,515,5658,201,141,18,20,0,1.0,2,228
16,493,5554,189,137,8,20,0,1.0,2,228
17,476,5431,178,145,5,20,1,1.0,2,228
18,464,5410,169,149,3,20,1,1.0,2,228
19,414,5411,161,148,3,20,0,1.0,2,228
20,405,5244,165,172,3,20,0,1.0,2,228
21,409,5079,172,158,2,20,0,1.0,2,228
22,407,4889,160,156,2,20,0,1.0,2,228
23,396,4652,157,163,0,20,1,1.0,2,228
24,398,4527,149,164,2,20,0,1.0,2,228
25,403,4272,149,161,2,20,0,1.0,2,228
26,413,4002,149,170,1,20,1,1.0,2,228
27,386,3840,136,175,2,20,1,1.0,2,228
28,349,3583,135,180,2,20,0,1.0,2,228
29,330,3254,137,161,2,20,0,1.0,2,228
30,313,2929,127,151,2,20,0,1.0,2,228
31,303,2536,113,167,1,20,0,1.0,2,228
32,269,2294,109,154,1,20,1,1.0,2,228
33,254,2203,104,130,0,20,0,1.0,2,228
34,263,1963,99,118,0,20,0,1.0,2,228
35,255,1726,95,123,0,20,0,1.0,2,228
36,220,1513,91,137,0,20,0,1.0,2,228
37,208,1340,102,134,0,20,0,1.0,2,228
38,211,1144,100,112,0,20,0,1.0,2,228
39,204,1012,102,116,0,20,0,1.0,2,228
40,191,887,103,108,0,20,0,1.0,2,228
41,194,781,107,121,0,20,0,1.0,2,228
42,198,676,112,113,0,20,0,1.0,2,228
43,207,581,116,113,0,20,0,1.0,2,228
44,199,516,121,130,0,20,0,1.0,2,228
45,205,462,123,124,0,20,0,1.0,2,228
46,194,414,128,144,0,20,0,1.0,2,228
47,187,373,128,135,0,20,0,1.0,2,228
48,199,335,130,136,0,20,0,1.0,2,228
49,180,293,136,144,0,20,0,1.0,2,228
50,174,248,146,130,0,20,0,1.0,2,228
51,142,216,160,127,0,20,0,1.0,2,228
52,143,189,169,120,0,20,0,1.0,2,228
53,123,164,180,122,0,20,0,1.0,2,228
54,98,136,195,121,0,20,0,1.0,2,228
55,82,102,206,117,0,20,0,1.0,2,228
56,73,79,215,119,0,20,0,1.0,2,228
57,74,63,220,120,0,20,0,1.0,2,228
58,63,44,227,118,0,20,0,1.0,2,228
59,61,31,245,116,0,20,0,1.0,2,228
60,58,23,257,127,0,20,0,1.0,2,228
0,300,2000,400,150,0,20,0,1.5,10,228
1,298,2000,403,148,0,20,0,1.5,10,228
2,280,1987,395,167,12,20,2,1.5,10,228
3,244,2172,388,168,29,20,4,1.5,10,228
4,219,2541,398,179,50,20,7,1.5,10,228
5,192,3326,389,165,62,20,5,1.5,10,228
6,161,3899,377,159,68,20,5,1.5,10,228
7,137,4381,370,138,77,20,6,1.5,10,228
8,98,5103,396,129,77,20,6,1.5,10,228
9,71,5775,397,121,74,20,7,1.5,10,228
10,49,6487,442,111,70,20,3,1.5,10,228
11,34,6798,455,121,69,20,8,1.5,10,228
12,25,7622,479,112,62,20,6,1.5,10,228
13,17,8130,507,116,57,20,5,1.5,10,228
14,15,8734,524,121,46,20,7,1.5,10,228
15,17,9410,571,130,43,20,6,1.5,10,228
16,13,10120,596,95,38,20,8,1.5,10,228
17,9,10956,646,92,33,20,3,1.5,10,228
18,8,11221,670,100,33,20,5,1.5,10,228
19,7,11627,716,85,28,20,4,1.5,10,228
20,5,11875,773,90,27,20,3,1.5,10,228
21,4,11966,820,83,20,20,1,1.5,10,228
22,2,11817,878,82,22,20,6,1.5,10,228
23,2,12202,927,76,18,20,2,1.5,10,228
24,1,12078,994,79,17,20,3,1.5,10,228
25,1,11976,1038,74,16,20,5,1.5,10,228
26,1,12118,1105,60,11,20,1,1.5,10,228
27,0,11833,1153,56,7,20,3,1.5,10,228
