step,count_grazer,count_parasite,count_phytoplankton,count_copepod,count_copepodInf,count_stickleback,count_sticklebackInf,copepod_infected_vel,infected_feeding_rate,seed
0,300,2000,400,150,0,20,0,1.0,2,38
1,296,2000,406,149,0,20,0,1.0,2,38
2,342,1990,384,176,7,20,0,1.0,2,38
3,423,1977,371,197,17,20,1,1.0,2,38
4,472,2029,342,211,32,20,4,1.0,2,38
5,553,2438,327,204,36,20,2,1.0,2,38
6,556,2602,305,216,39,20,3,1.0,2,38
7,622,2992,279,221,32,20,4,1.0,2,38
8,643,3373,264,210,30,20,2,1.0,2,38
9,632,3483,251,198,28,20,3,1.0,2,38
10,628,3828,258,192,22,20,3,1.0,2,38
11,590,4213,224,185,19,20,2,1.0,2,38
12,631,4383,211,184,12,20,6,1.0,2,38
13,613,4998,183,195,10,20,2,1.0,2,38
14,568,5126,161,191,8,20,2,1.0,2,38
15,569,5333,155,189,8,20,0,1.0,2,38
16,560,5213,157,207,6,20,1,1.0,2,38
17,565,5222,149,222,3,20,0,1.0,2,38
18,517,5096,139,227,4,20,0,1.0,2,38
19,521,4980,133,210,5,20,0,1.0,2,38
20,536,4857,123,233,3,20,0,1.0,2,38
21,540,4706,116,223,5,20,0,1.0,2,38
22,536,4544,98,236,4,20,2,1.0,2,38
23,510,4536,90,241,3,20,1,1.0,2,38
24,536,4442,79,234,1,20,2,1.0,2,38
25,516,4500,72,234,2,20,1,1.0,2,38
26,515,4342,66,219,2,20,0,1.0,2,38
27,484,4076,69,229,0,20,0,1.0,2,38
28,467,3825,65,215,1,20,0,1.0,2,38
29,478,3527,66,207,2,20,1,1.0,2,38
30,428,3298,65,223,2,20,0,1.0,2,38
31,429,2946,64,213,1,20,0,1.0,2,38
32,430,2730,56,219,0,20,0,1.0,2,38
33,432,2508,58,211,0,20,0,1.0,2,38
34,446,2296,52,195,0,20,0,1.0,2,38
35,447,2067,51,193,0,20,0,1.0,2,38
36,457,1832,44,165,2,20,0,1.0,2,38
37,441,1644,41,153,2,20,0,1.0,2,38
38,448,1481,43,133,0,20,1,1.0,2,38
39,449,1385,41,132,0,20,0,1.0,2,38
40,437,1231,39,127,0,20,0,1.0,2,38
41,405,1060,38,69,0,20,0,1.0,2,38
42,380,922,40,59,0,20,0,1.0,2,38
43,388,787,33,64,0,20,0,1.0,2,38
44,342,655,31,66,0,20,0,1.0,2,38
45,331,575,27,50,0,20,0,1.0,2,38
46,320,503,27,66,0,20,0,1.0,2,38
47,298,463,30,60,0,20,0,1.0,2,38
48,311,416,26,65,0,20,0,1.0,2,38
49,267,373,25,71,0,20,0,1.0,2,38
50,272,316,25,71,0,20,0,1.0,2,38
51,234,273,26,80,0,20,0,1.0,2,38
52,219,235,25,72,0,20,0,1.0,2,38
53,210,186,26,90,0,20,0,1.0,2,38
54,217,143,27,92,0,20,0,1.0,2,38
55,212,108,31,97,0,20,0,1.0,2,38
56,184,80,28,94,0,20,0,1.0,2,38
57,198,72,27,92,0,20,0,1.0,2,38
58,196,65,31,89,0,20,0,1.0,2,38
59,199,50,32,82,0,20,0,1.0,2,38
60,176,43,38,84,0,20,0,1.0,2,38
0,300,2000,400,150,0,20,0,1.5,2,38
1,296,2000,406,149,0,20,0,1.5,2,38
2,368,1989,376,146,9,20,1,1.5,2,38
3,428,2013,356,159,23,20,1,1.5,2,38
4,500,2067,341,157,39,20,5,1.5,2,38
5,576,2728,313,152,37,20,6,1.5,2,38
6,602,3373,281,136,39,20,4,1.5,2,38
7,663,3782,260,127,39,20,5,1.5,2,38
8,665,4529,234,141,35,20,4,1.5,2,38
9,647,4872,224,116,27,20,3,1.5,2,38
10,580,5291,229,110,26,20,2,1.5,2,38
11,556,5439,213,114,20,20,3,1.5,2,38
12,563,5799,188,127,15,20,0,1.5,2,38
13,537,5795,178,126,13,20,0,1.5,2,38
14,524,5795,163,110,9,20,0,1.5,2,38
15,521,5793,149,113,7,20,0,1.5,2,38
